ts_utc,topic,received_total,received_delta,msgs_per_sec
2026-01-18T08:03:58.0836974Z,long-run-topic-07,1681,0,0
2026-01-18T08:03:58.0836974Z,long-run-topic-10,1458,29,29
2026-01-18T08:03:58.0836974Z,long-run-topic-01,1879,57,57
2026-01-18T08:03:58.0836974Z,long-run-topic-04,1407,24,24
2026-01-18T08:03:58.0836974Z,long-run-topic-03,1739,23,23
2026-01-18T08:03:58.0836974Z,long-run-topic-02,1465,0,0
2026-01-18T08:03:59.0860124Z,long-run-topic-06,1756,21,21
2026-01-18T08:03:59.0860124Z,long-run-topic-05,1603,51,51
2026-01-18T08:03:59.0860124Z,long-run-topic-09,1584,0,0
2026-01-18T08:03:59.0860124Z,long-run-topic-08,1583,0,0
2026-01-18T08:03:59.0860124Z,long-run-topic-07,1683,2,2
2026-01-18T08:03:59.0860124Z,long-run-topic-10,1458,0,0
2026-01-18T08:03:59.0860124Z,long-run-topic-01,1879,0,0
2026-01-18T08:03:59.0860124Z,long-run-topic-04,1455,48,48
2026-01-18T08:03:59.0860124Z,long-run-topic-03,1762,23,23
2026-01-18T08:03:59.0860124Z,long-run-topic-02,1490,25,25
2026-01-18T08:04:00.0863757Z,long-run-topic-06,1778,22,22
2026-01-18T08:04:00.0863757Z,long-run-topic-05,1647,44,44
